txn_id,account_id,timestamp,txn_type,channel,amount,merchant_category,device_info,ip_address,is_flagged
T0000499,A00173,2025-12-02T18:33:00,DEBIT,BRANCH,43833.93,FUEL,ANDROID 12,192.168.205.178,0
T0000500,A00152,2025-12-01T15:56:00,DEBIT,UPI,36402.81,UTILITIES,ANDROID 12,192.168.62.60,0
T0000501,A00109,2025-12-03T10:30:00,CREDIT,ATM,76493.46,RENT,iOS 17,192.168.204.92,0
T0000502,A00122,2025-12-03T06:30:00,CREDIT,BRANCH,51165.88,E-COM,iOS 12,192.168.62.65,0
T0000503,A00126,2025-12-02T18:56:00,DEBIT,NETBANKING,3020.87,GROCERY,iOS 15,192.168.13.249,0
T0000504,A00046,2025-12-02T11:07:00,CREDIT,NETBANKING,30310.12,FUEL,iOS 17,192.168.252.203,0
T0000505,A00120,2025-12-01T22:47:00,CREDIT,BRANCH,49050.52,RENT,ANDROID 14,192.168.9.244,0
T0000506,A00196,2025-12-01T11:09:00,CREDIT,UPI,38393.81,TRAVEL,iOS 15,192.168.235.10,0
T0000507,A00009,2025-12-01T21:04:00,CREDIT,NETBANKING,49173.39,E-COM,ANDROID 12,192.168.249.196,0
T0000508,A00029,2025-12-02T23:50:00,CREDIT,BRANCH,47617.31,E-COM,ANDROID 12,192.168.134.127,0
T0000509,A00152,2025-12-02T10:47:00,CREDIT,ATM,32082.25,GROCERY,ANDROID 8,192.168.187.90,0
T0000510,A00190,2025-12-03T00:51:00,DEBIT,ATM,38088.31,DINING,ANDROID 11,192.168.210.90,0
T0000511,A00015,2025-12-03T06:08:00,DEBIT,NETBANKING,23500.48,RENT,ANDROID 7,192.168.156.30,0
T0000512,A00087,2025-12-01T20:35:00,DEBIT,ATM,3785.89,DINING,ANDROID 12,192.168.136.6,0
T0000513,A00179,2025-12-02T17:03:00,DEBIT,ATM,37804.87,DINING,ANDROID 7,192.168.250.26,0
T0000514,A00177,2025-12-03T07:05:00,DEBIT,ATM,49698.3,TRAVEL,ANDROID 10,192.168.186.249,0
T0000515,A00112,2025-12-01T22:46:00,CREDIT,UPI,84046.03,UTILITIES,ANDROID 6,192.168.152.147,1
T0000516,A00103,2025-12-03T15:55:00,DEBIT,UPI,71784.8,FUEL,ANDROID 10,192.168.34.146,0
T0000517,A00136,2025-12-02T17:26:00,CREDIT,NETBANKING,34764.28,FUEL,iOS 14,192.168.153.111,0
T0000518,A00170,2025-12-02T21:51:00,CREDIT,NETBANKING,41460.71,RENT,iOS 15,192.168.92.226,0
T0000519,A00005,2025-12-03T03:51:00,DEBIT,BRANCH,21334.63,HEALTH,ANDROID 14,192.168.222.240,0
T0000520,A00145,2025-12-03T10:36:00,DEBIT,NETBANKING,36459.25,E-COM,ANDROID 10,192.168.222.106,0
T0000521,A00082,2025-12-03T19:43:00,DEBIT,NETBANKING,84604.4,RENT,iOS 17,192.168.82.66,1
T0000522,A00176,2025-12-03T02:02:00,DEBIT,BRANCH,23886.42,E-COM,ANDROID 9,192.168.158.119,0
T0000523,A00125,2025-12-02T23:13:00,CREDIT,BRANCH,64709.86,GROCERY,ANDROID 10,192.168.69.8,0
T0000524,A00067,2025-12-03T14:54:00,CREDIT,NETBANKING,64447.17,GROCERY,iOS 15,192.168.10.15,0
T0000525,A00022,2025-12-02T06:25:00,CREDIT,UPI,90062.46,DINING,iOS 17,192.168.46.102,1
T0000526,A00186,2025-12-03T18:31:00,DEBIT,NETBANKING,11237.64,FUEL,ANDROID 14,192.168.128.128,0
T0000527,A00024,2025-12-02T01:15:00,DEBIT,ATM,32962.13,DINING,iOS 17,192.168.120.240,0
T0000528,A00109,2025-12-01T23:52:00,DEBIT,UPI,17556.67,RENT,ANDROID 10,192.168.28.126,0
T0000529,A00137,2025-12-02T10:34:00,DEBIT,ATM,54597.22,HEALTH,iOS 14,192.168.74.93,0
T0000530,A00122,2025-12-03T09:51:00,CREDIT,ATM,2156.37,GROCERY,iOS 17,192.168.27.177,0
T0000531,A00172,2025-12-02T01:21:00,CREDIT,BRANCH,30961.39,TRAVEL,iOS 17,192.168.62.137,0
T0000532,A00061,2025-12-03T19:32:00,CREDIT,BRANCH,836.22,DINING,iOS 14,192.168.154.24,0
T0000533,A00194,2025-12-02T01:04:00,CREDIT,NETBANKING,85948.7,E-COM,iOS 17,192.168.162.226,1
T0000534,A00197,2025-12-03T04:59:00,CREDIT,UPI,27439.95,FUEL,iOS 15,192.168.241.189,0
T0000535,A00106,2025-12-03T18:25:00,CREDIT,BRANCH,87682.28,FUEL,iOS 17,192.168.133.130,0
T0000536,A00017,2025-12-02T09:01:00,CREDIT,ATM,45353.51,GROCERY,iOS 17,192.168.94.162,0
T0000537,A00114,2025-12-03T15:00:00,DEBIT,UPI,40096.15,RENT,ANDROID 7,192.168.56.41,0
T0000538,A00064,2025-12-02T20:15:00,DEBIT,BRANCH,79274.6,TRAVEL,ANDROID 8,192.168.133.45,0
T0000539,A00176,2025-12-03T01:29:00,CREDIT,ATM,19906.44,DINING,ANDROID 12,192.168.193.242,0
T0000540,A00147,2025-12-02T00:19:00,DEBIT,UPI,92315.08,UTILITIES,iOS 15,192.168.101.68,1
T0000541,A00180,2025-12-03T19:09:00,DEBIT,UPI,40133.44,DINING,iOS 13,192.168.45.246,0
T0000542,A00095,2025-12-01T20:36:00,DEBIT,UPI,71872.41,DINING,iOS 15,192.168.253.31,0
T0000543,A00058,2025-12-03T09:42:00,DEBIT,NETBANKING,94607.93,RENT,ANDROID 13,192.168.195.34,1
T0000544,A00111,2025-12-03T19:27:00,DEBIT,NETBANKING,99520.98,RENT,iOS 13,192.168.214.47,1
T0000545,A00105,2025-12-03T15:05:00,DEBIT,UPI,29054.79,RENT,ANDROID 13,192.168.127.95,0
T0000546,A00150,2025-12-03T07:42:00,CREDIT,UPI,1081.51,E-COM,iOS 17,192.168.203.176,0
T0000547,A00055,2025-12-03T09:41:00,CREDIT,BRANCH,73623.61,RENT,ANDROID 14,192.168.30.14,0
T0000548,A00086,2025-12-02T01:01:00,CREDIT,ATM,99674.11,GROCERY,ANDROID 14,192.168.195.78,0
T0000549,A00102,2025-12-03T06:49:00,CREDIT,NETBANKING,96807.38,GROCERY,ANDROID 10,192.168.86.129,1
T0000550,A00127,2025-12-02T08:09:00,CREDIT,NETBANKING,9010.32,DINING,ANDROID 7,192.168.160.12,0
T0000551,A00033,2025-12-02T19:04:00,CREDIT,ATM,92627.39,RENT,iOS 14,192.168.135.133,0
T0000552,A00081,2025-12-02T14:44:00,DEBIT,ATM,73700.08,HEALTH,iOS 13,192.168.225.14,0
T0000553,A00049,2025-12-01T19:08:00,DEBIT,NETBANKING,18354.98,HEALTH,ANDROID 13,192.168.223.30,0
T0000554,A00127,2025-12-01T11:47:00,CREDIT,ATM,98882.42,HEALTH,ANDROID 7,192.168.75.32,0
T0000555,A00090,2025-12-01T15:23:00,DEBIT,ATM,18106.46,E-COM,iOS 14,192.168.108.150,0
T0000556,A00002,2025-12-02T20:54:00,DEBIT,BRANCH,92045.3,UTILITIES,iOS 17,192.168.48.228,0
T0000557,A00085,2025-12-01T10:46:00,CREDIT,UPI,39447.27,FUEL,iOS 13,192.168.14.21,0
T0000558,A00118,2025-12-03T17:42:00,CREDIT,BRANCH,62854.26,RENT,ANDROID 6,192.168.168.249,0
T0000559,A00012,2025-12-03T05:47:00,CREDIT,ATM,94744.47,E-COM,ANDROID 6,192.168.144.83,0
T0000560,A00015,2025-12-03T11:46:00,DEBIT,BRANCH,9300.47,RENT,ANDROID 12,192.168.45.6,0
T0000561,A00054,2025-12-01T20:07:00,CREDIT,BRANCH,28529.34,E-COM,ANDROID 13,192.168.221.189,0
T0000562,A00080,2025-12-03T07:45:00,DEBIT,ATM,66568.75,TRAVEL,ANDROID 13,192.168.228.227,0
T0000563,A00100,2025-12-02T17:31:00,CREDIT,BRANCH,9067.72,DINING,iOS 16,192.168.95.112,0
T0000564,A00162,2025-12-02T14:04:00,DEBIT,UPI,51358.48,HEALTH,iOS 17,192.168.79.239,0
T0000565,A00127,2025-12-02T20:59:00,DEBIT,ATM,46848.51,FUEL,iOS 15,192.168.153.39,0
T0000566,A00033,2025-12-03T07:42:00,CREDIT,NETBANKING,52333.05,RENT,ANDROID 14,192.168.39.235,0
T0000567,A00012,2025-12-02T20:02:00,DEBIT,BRANCH,41331.29,HEALTH,iOS 16,192.168.129.91,0
T0000568,A00066,2025-12-03T00:58:00,DEBIT,UPI,11437.85,HEALTH,ANDROID 8,192.168.201.12,0
T0000569,A00022,2025-12-02T13:24:00,CREDIT,ATM,58741.48,HEALTH,iOS 15,192.168.135.88,0
T0000570,A00048,2025-12-01T23:24:00,DEBIT,UPI,74715.58,RENT,iOS 12,192.168.222.137,0
T0000571,A00005,2025-12-01T09:23:00,CREDIT,UPI,1379.79,HEALTH,ANDROID 12,192.168.249.78,0
T0000572,A00159,2025-12-03T16:30:00,CREDIT,BRANCH,80473.84,FUEL,ANDROID 6,192.168.97.29,0
T0000573,A00005,2025-12-03T08:30:00,DEBIT,UPI,20962.49,E-COM,iOS 15,192.168.97.23,0
T0000574,A00078,2025-12-03T13:32:00,CREDIT,NETBANKING,47425.21,GROCERY,ANDROID 8,192.168.227.247,0
T0000575,A00125,2025-12-02T17:11:00,DEBIT,BRANCH,58543.37,UTILITIES,ANDROID 12,192.168.26.86,0
T0000576,A00003,2025-12-01T16:00:00,CREDIT,BRANCH,84869.2,RENT,ANDROID 12,192.168.248.132,0
T0000577,A00152,2025-12-03T10:28:00,CREDIT,NETBANKING,71443.32,GROCERY,ANDROID 11,192.168.32.69,0
T0000578,A00166,2025-12-02T13:28:00,CREDIT,UPI,49504.14,TRAVEL,ANDROID 12,192.168.10.42,0
T0000579,A00074,2025-12-03T10:34:00,DEBIT,BRANCH,34417.55,UTILITIES,ANDROID 11,192.168.239.34,0
T0000580,A00076,2025-12-03T10:21:00,CREDIT,BRANCH,83316.42,TRAVEL,iOS 13,192.168.106.73,0
T0000581,A00177,2025-12-03T12:08:00,DEBIT,BRANCH,12953.2,UTILITIES,ANDROID 13,192.168.51.204,0
T0000582,A00107,2025-12-02T18:42:00,CREDIT,NETBANKING,20982.82,GROCERY,iOS 14,192.168.133.92,0
T0000583,A00174,2025-12-01T19:49:00,DEBIT,UPI,80691.21,TRAVEL,ANDROID 9,192.168.61.144,1
T0000584,A00058,2025-12-02T18:12:00,CREDIT,ATM,78499.34,GROCERY,iOS 16,192.168.136.230,0
T0000585,A00039,2025-12-03T19:15:00,DEBIT,UPI,92666.88,HEALTH,iOS 12,192.168.54.201,1
T0000586,A00157,2025-12-03T02:37:00,DEBIT,UPI,50755.21,E-COM,iOS 13,192.168.185.41,0
T0000587,A00187,2025-12-02T04:56:00,CREDIT,BRANCH,73268.56,FUEL,ANDROID 11,192.168.171.210,0
T0000588,A00036,2025-12-01T17:23:00,DEBIT,BRANCH,96965.18,GROCERY,ANDROID 13,192.168.174.74,0
T0000589,A00130,2025-12-01T20:41:00,DEBIT,ATM,37275.01,DINING,ANDROID 9,192.168.77.193,0
T0000590,A00193,2025-12-02T21:09:00,CREDIT,NETBANKING,13842.53,DINING,ANDROID 12,192.168.234.244,0
T0000591,A00133,2025-12-03T15:14:00,CREDIT,UPI,44285.74,GROCERY,iOS 16,192.168.35.22,0
T0000592,A00087,2025-12-02T06:29:00,CREDIT,NETBANKING,43435.52,DINING,iOS 17,192.168.77.232,0
T0000593,A00148,2025-12-01T12:56:00,CREDIT,BRANCH,40230.18,RENT,iOS 14,192.168.176.3,0
T0000594,A00072,2025-12-02T21:01:00,DEBIT,BRANCH,44646.6,UTILITIES,iOS 16,192.168.226.179,0
T0000595,A00089,2025-12-03T16:25:00,CREDIT,NETBANKING,88103.42,FUEL,ANDROID 11,192.168.199.186,1
T0000596,A00185,2025-12-03T11:31:00,DEBIT,ATM,21412.76,RENT,ANDROID 8,192.168.11.8,0
T0000597,A00139,2025-12-03T01:26:00,CREDIT,NETBANKING,83231.29,RENT,iOS 16,192.168.56.188,1
T0000598,A00016,2025-12-03T18:27:00,CREDIT,ATM,62717.6,TRAVEL,ANDROID 7,192.168.229.77,0
T0000599,A00147,2025-12-03T11:18:00,DEBIT,BRANCH,33931.08,UTILITIES,iOS 16,192.168.119.90,0
T0000600,A00077,2025-12-02T04:25:00,DEBIT,BRANCH,51990.68,UTILITIES,ANDROID 14,192.168.98.211,0
T0000601,A00200,2025-12-02T09:39:00,CREDIT,UPI,14698.0,DINING,iOS 12,192.168.47.16,0
T0000602,A00109,2025-12-01T17:52:00,CREDIT,NETBANKING,44644.1,TRAVEL,iOS 15,192.168.202.224,0
T0000603,A00068,2025-12-03T00:53:00,CREDIT,BRANCH,99651.35,HEALTH,iOS 15,192.168.83.37,0
T0000604,A00130,2025-12-01T17:40:00,CREDIT,BRANCH,12982.05,FUEL,iOS 15,192.168.242.9,0
T0000605,A00192,2025-12-01T19:42:00,CREDIT,UPI,60179.94,DINING,ANDROID 11,192.168.148.11,0
T0000606,A00134,2025-12-01T19:27:00,DEBIT,ATM,30527.21,TRAVEL,ANDROID 13,192.168.14.203,0
T0000607,A00037,2025-12-01T18:42:00,CREDIT,UPI,93685.22,RENT,iOS 13,192.168.93.210,1
T0000608,A00190,2025-12-02T18:22:00,DEBIT,UPI,54776.35,FUEL,iOS 15,192.168.246.147,0
T0000609,A00080,2025-12-02T23:37:00,CREDIT,ATM,78145.87,HEALTH,iOS 16,192.168.67.196,0
T0000610,A00036,2025-12-02T19:27:00,CREDIT,BRANCH,66738.71,E-COM,iOS 14,192.168.45.205,0
T0000611,A00160,2025-12-03T06:21:00,CREDIT,BRANCH,23320.59,DINING,ANDROID 6,192.168.226.189,0
T0000612,A00072,2025-12-03T05:05:00,DEBIT,NETBANKING,70735.5,RENT,ANDROID 7,192.168.43.50,0
T0000613,A00159,2025-12-02T21:59:00,DEBIT,NETBANKING,75068.33,GROCERY,ANDROID 14,192.168.92.247,0
T0000614,A00005,2025-12-02T03:46:00,DEBIT,NETBANKING,82977.57,HEALTH,ANDROID 14,192.168.164.103,1
T0000615,A00151,2025-12-01T12:04:00,CREDIT,UPI,34028.66,E-COM,ANDROID 14,192.168.162.98,0
T0000616,A00066,2025-12-01T15:12:00,DEBIT,UPI,54200.84,RENT,ANDROID 10,192.168.45.40,0
T0000617,A00079,2025-12-02T12:48:00,DEBIT,UPI,61466.82,TRAVEL,ANDROID 6,192.168.152.100,0
T0000618,A00026,2025-12-02T06:50:00,DEBIT,BRANCH,89306.45,RENT,ANDROID 7,192.168.26.52,0
T0000619,A00062,2025-12-03T12:20:00,DEBIT,BRANCH,50886.7,DINING,iOS 14,192.168.31.82,0
T0000620,A00119,2025-12-02T22:45:00,CREDIT,UPI,48442.94,DINING,iOS 12,192.168.137.142,0
T0000621,A00151,2025-12-03T07:05:00,DEBIT,NETBANKING,76309.68,E-COM,ANDROID 12,192.168.228.22,0
T0000622,A00163,2025-12-02T19:09:00,DEBIT,NETBANKING,37361.86,E-COM,iOS 16,192.168.216.247,0
T0000623,A00143,2025-12-02T15:50:00,DEBIT,UPI,81273.74,RENT,iOS 13,192.168.0.16,1
T0000624,A00124,2025-12-02T03:39:00,CREDIT,BRANCH,99924.22,UTILITIES,ANDROID 14,192.168.144.12,0
T0000625,A00042,2025-12-03T11:27:00,DEBIT,ATM,9017.02,FUEL,iOS 17,192.168.143.225,0
T0000626,A00111,2025-12-01T23:23:00,CREDIT,ATM,63535.23,HEALTH,ANDROID 11,192.168.174.54,0
T0000627,A00118,2025-12-03T01:55:00,CREDIT,UPI,91406.12,E-COM,iOS 12,192.168.243.2,1
T0000628,A00003,2025-12-03T06:55:00,DEBIT,BRANCH,55601.28,HEALTH,iOS 16,192.168.41.202,0
T0000629,A00167,2025-12-03T05:27:00,DEBIT,UPI,89262.59,HEALTH,iOS 14,192.168.192.212,1
T0000630,A00154,2025-12-02T09:26:00,CREDIT,NETBANKING,83922.62,GROCERY,ANDROID 11,192.168.98.114,1
T0000631,A00003,2025-12-02T00:07:00,DEBIT,ATM,68071.41,TRAVEL,ANDROID 10,192.168.113.60,0
T0000632,A00127,2025-12-02T09:46:00,DEBIT,ATM,49309.15,UTILITIES,ANDROID 12,192.168.56.223,0
T0000633,A00072,2025-12-02T23:51:00,CREDIT,NETBANKING,55200.93,E-COM,ANDROID 8,192.168.33.33,0
T0000634,A00067,2025-12-02T23:54:00,DEBIT,ATM,19225.56,GROCERY,iOS 17,192.168.129.175,0
T0000635,A00144,2025-12-02T15:59:00,DEBIT,BRANCH,64114.58,GROCERY,iOS 14,192.168.221.217,0
T0000636,A00105,2025-12-02T03:42:00,DEBIT,BRANCH,49582.69,GROCERY,iOS 13,192.168.24.72,0
T0000637,A00108,2025-12-02T21:20:00,CREDIT,ATM,565.67,UTILITIES,ANDROID 6,192.168.115.251,0
T0000638,A00177,2025-12-02T13:55:00,DEBIT,NETBANKING,19727.84,TRAVEL,ANDROID 7,192.168.14.123,0
T0000639,A00111,2025-12-03T16:09:00,DEBIT,ATM,84058.73,UTILITIES,ANDROID 9,192.168.174.214,0
T0000640,A00014,2025-12-03T17:05:00,CREDIT,NETBANKING,94357.58,HEALTH,iOS 17,192.168.228.149,1
T0000641,A00032,2025-12-01T14:50:00,DEBIT,UPI,37770.64,FUEL,iOS 12,192.168.226.15,0
T0000642,A00078,2025-12-03T02:41:00,CREDIT,UPI,10227.67,GROCERY,ANDROID 10,192.168.195.103,0
T0000643,A00025,2025-12-03T03:08:00,CREDIT,NETBANKING,86465.05,GROCERY,ANDROID 13,192.168.219.226,1
T0000644,A00159,2025-12-03T03:16:00,DEBIT,ATM,65109.6,GROCERY,ANDROID 11,192.168.98.28,0
T0000645,A00027,2025-12-01T09:50:00,DEBIT,NETBANKING,90441.78,E-COM,iOS 14,192.168.181.108,1
T0000646,A00124,2025-12-03T10:28:00,CREDIT,NETBANKING,24353.09,GROCERY,ANDROID 10,192.168.223.132,0
T0000647,A00167,2025-12-03T12:29:00,CREDIT,ATM,58387.41,E-COM,ANDROID 10,192.168.175.75,0
T0000648,A00095,2025-12-01T09:33:00,DEBIT,UPI,23776.87,GROCERY,ANDROID 9,192.168.102.164,0
T0000649,A00052,2025-12-03T14:36:00,DEBIT,ATM,18976.09,HEALTH,iOS 15,192.168.169.219,0
T0000650,A00149,2025-12-02T23:38:00,CREDIT,ATM,41898.59,E-COM,ANDROID 6,192.168.253.57,0
T0000651,A00001,2025-12-03T04:36:00,DEBIT,NETBANKING,46680.35,UTILITIES,ANDROID 11,192.168.192.53,0
T0000652,A00103,2025-12-01T21:34:00,DEBIT,ATM,1038.71,TRAVEL,ANDROID 7,192.168.72.75,0
T0000653,A00113,2025-12-01T22:16:00,CREDIT,UPI,97532.16,UTILITIES,ANDROID 8,192.168.112.227,1
T0000654,A00068,2025-12-03T10:04:00,DEBIT,ATM,84761.04,UTILITIES,ANDROID 6,192.168.90.216,0
T0000655,A00068,2025-12-01T15:54:00,DEBIT,NETBANKING,37923.33,FUEL,ANDROID 9,192.168.156.117,0
T0000656,A00062,2025-12-02T10:14:00,CREDIT,NETBANKING,94119.12,DINING,iOS 12,192.168.60.37,1
T0000657,A00034,2025-12-03T15:15:00,DEBIT,NETBANKING,53278.84,TRAVEL,ANDROID 12,192.168.125.236,0
T0000658,A00012,2025-12-03T13:05:00,DEBIT,ATM,78969.3,TRAVEL,ANDROID 10,192.168.64.218,0
T0000659,A00131,2025-12-03T00:52:00,CREDIT,NETBANKING,72743.49,HEALTH,iOS 16,192.168.33.43,0
T0000660,A00131,2025-12-02T11:29:00,CREDIT,BRANCH,51913.29,E-COM,ANDROID 11,192.168.247.184,0
T0000661,A00127,2025-12-02T17:20:00,CREDIT,BRANCH,63828.65,GROCERY,ANDROID 9,192.168.231.221,0
T0000662,A00061,2025-12-02T12:01:00,DEBIT,ATM,42531.03,DINING,ANDROID 11,192.168.130.141,0
T0000663,A00022,2025-12-01T18:10:00,DEBIT,ATM,44478.31,TRAVEL,ANDROID 6,192.168.238.132,0
T0000664,A00160,2025-12-02T07:57:00,CREDIT,BRANCH,46781.72,DINING,ANDROID 13,192.168.162.70,0
T0000665,A00098,2025-12-01T10:41:00,DEBIT,BRANCH,23417.35,FUEL,ANDROID 7,192.168.150.216,0
T0000666,A00129,2025-12-02T20:00:00,DEBIT,ATM,92664.26,FUEL,ANDROID 11,192.168.19.140,0
T0000667,A00052,2025-12-02T07:47:00,DEBIT,ATM,25039.86,RENT,ANDROID 8,192.168.133.3,0
T0000668,A00198,2025-12-02T05:26:00,CREDIT,ATM,78323.67,DINING,iOS 16,192.168.6.121,0
T0000669,A00168,2025-12-02T19:59:00,DEBIT,BRANCH,22796.47,UTILITIES,ANDROID 14,192.168.239.185,0
T0000670,A00119,2025-12-02T08:15:00,DEBIT,ATM,84587.88,DINING,iOS 17,192.168.213.54,0
T0000671,A00113,2025-12-02T15:43:00,DEBIT,ATM,13938.08,E-COM,ANDROID 6,192.168.255.208,0
T0000672,A00169,2025-12-03T17:57:00,CREDIT,ATM,22587.79,DINING,iOS 15,192.168.153.84,0
T0000673,A00151,2025-12-01T10:35:00,DEBIT,NETBANKING,15411.44,TRAVEL,ANDROID 12,192.168.195.53,0
T0000674,A00101,2025-12-01T13:20:00,CREDIT,NETBANKING,47504.03,TRAVEL,ANDROID 13,192.168.155.24,0
T0000675,A00044,2025-12-01T16:07:00,DEBIT,UPI,82656.16,HEALTH,ANDROID 9,192.168.35.234,1
T0000676,A00099,2025-12-02T04:22:00,DEBIT,NETBANKING,29146.0,FUEL,ANDROID 11,192.168.5.44,0
T0000677,A00084,2025-12-03T19:41:00,CREDIT,BRANCH,15745.69,FUEL,ANDROID 12,192.168.244.191,0
T0000678,A00018,2025-12-02T11:33:00,DEBIT,NETBANKING,87051.38,RENT,ANDROID 13,192.168.81.155,1
T0000679,A00148,2025-12-02T06:11:00,DEBIT,BRANCH,27580.33,GROCERY,iOS 15,192.168.32.212,0
T0000680,A00103,2025-12-03T02:17:00,DEBIT,ATM,91034.74,HEALTH,ANDROID 6,192.168.46.74,0
T0000681,A00166,2025-12-02T16:09:00,CREDIT,ATM,39139.48,E-COM,ANDROID 8,192.168.221.118,0
T0000682,A00099,2025-12-03T05:59:00,DEBIT,UPI,39385.45,GROCERY,ANDROID 8,192.168.140.226,0
T0000683,A00161,2025-12-02T21:42:00,CREDIT,UPI,69819.5,UTILITIES,iOS 15,192.168.62.95,0
T0000684,A00020,2025-12-03T12:34:00,DEBIT,ATM,41039.1,E-COM,ANDROID 14,192.168.22.119,0
T0000685,A00007,2025-12-01T13:59:00,CREDIT,BRANCH,34398.59,DINING,iOS 15,192.168.19.3,0
T0000686,A00065,2025-12-01T16:49:00,DEBIT,ATM,67046.04,HEALTH,ANDROID 7,192.168.42.141,0
T0000687,A00169,2025-12-02T01:32:00,CREDIT,NETBANKING,47105.23,RENT,iOS 13,192.168.9.156,0
T0000688,A00026,2025-12-01T21:05:00,CREDIT,UPI,53488.65,DINING,ANDROID 6,192.168.139.40,0
T0000689,A00113,2025-12-02T09:26:00,DEBIT,NETBANKING,71455.51,UTILITIES,ANDROID 6,192.168.52.100,0
T0000690,A00177,2025-12-02T06:02:00,CREDIT,UPI,59840.62,GROCERY,iOS 13,192.168.127.96,0
T0000691,A00062,2025-12-01T22:39:00,DEBIT,UPI,42197.19,GROCERY,ANDROID 9,192.168.32.57,0
T0000692,A00025,2025-12-03T15:24:00,DEBIT,NETBANKING,4449.05,FUEL,iOS 14,192.168.97.160,0
T0000693,A00054,2025-12-02T21:58:00,CREDIT,BRANCH,12124.36,UTILITIES,ANDROID 11,192.168.88.4,0
T0000694,A00103,2025-12-03T05:38:00,CREDIT,UPI,38949.21,HEALTH,ANDROID 10,192.168.188.12,0
T0000695,A00018,2025-12-01T23:55:00,CREDIT,ATM,76766.14,HEALTH,iOS 12,192.168.87.65,0
T0000696,A00025,2025-12-03T01:57:00,CREDIT,BRANCH,67806.16,E-COM,ANDROID 11,192.168.246.18,0
T0000697,A00086,2025-12-01T10:12:00,CREDIT,BRANCH,51127.06,UTILITIES,ANDROID 6,192.168.119.6,0
T0000698,A00158,2025-12-03T12:48:00,DEBIT,ATM,23677.81,DINING,iOS 16,192.168.40.16,0
T0000699,A00036,2025-12-02T10:34:00,CREDIT,ATM,20241.08,DINING,ANDROID 6,192.168.121.237,0
T0000700,A00186,2025-12-03T01:49:00,CREDIT,ATM,13469.99,TRAVEL,iOS 12,192.168.212.166,0
T0000701,A00074,2025-12-03T12:14:00,DEBIT,NETBANKING,84701.14,TRAVEL,ANDROID 9,192.168.27.233,1
T0000702,A00171,2025-12-02T01:57:00,DEBIT,BRANCH,52171.12,E-COM,ANDROID 6,192.168.33.223,0
T0000703,A00126,2025-12-01T13:46:00,DEBIT,UPI,63454.98,E-COM,iOS 13,192.168.46.45,0
T0000704,A00152,2025-12-02T22:28:00,DEBIT,NETBANKING,50767.08,DINING,iOS 14,192.168.84.185,0
T0000705,A00051,2025-12-02T01:43:00,CREDIT,NETBANKING,60604.83,RENT,ANDROID 13,192.168.103.70,0
T0000706,A00124,2025-12-01T14:27:00,CREDIT,BRANCH,37802.86,HEALTH,ANDROID 14,192.168.221.195,0
T0000707,A00040,2025-12-03T16:57:00,CREDIT,UPI,76204.83,DINING,iOS 14,192.168.78.142,0
T0000708,A00187,2025-12-01T20:59:00,CREDIT,BRANCH,46391.94,HEALTH,ANDROID 14,192.168.246.19,0
T0000709,A00086,2025-12-01T18:19:00,CREDIT,NETBANKING,15514.71,UTILITIES,ANDROID 14,192.168.191.126,0
T0000710,A00104,2025-12-02T13:23:00,CREDIT,ATM,38434.54,RENT,iOS 16,192.168.36.105,0
T0000711,A00010,2025-12-01T17:29:00,CREDIT,NETBANKING,19463.11,DINING,iOS 17,192.168.178.131,0
T0000712,A00182,2025-12-02T18:21:00,CREDIT,UPI,65108.09,DINING,iOS 13,192.168.244.9,0
T0000713,A00093,2025-12-03T04:04:00,DEBIT,NETBANKING,26170.0,HEALTH,iOS 13,192.168.130.64,0
T0000714,A00155,2025-12-03T00:28:00,DEBIT,UPI,11717.23,FUEL,iOS 15,192.168.203.181,0
T0000715,A00151,2025-12-01T14:29:00,DEBIT,BRANCH,16624.07,DINING,ANDROID 10,192.168.195.151,0
T0000716,A00079,2025-12-03T11:06:00,CREDIT,UPI,10971.94,TRAVEL,iOS 14,192.168.107.239,0
T0000717,A00192,2025-12-02T12:10:00,CREDIT,UPI,98703.2,HEALTH,ANDROID 7,192.168.213.135,1
T0000718,A00107,2025-12-03T05:40:00,CREDIT,BRANCH,17104.89,TRAVEL,ANDROID 8,192.168.101.125,0
T0000719,A00047,2025-12-02T19:18:00,DEBIT,BRANCH,56730.86,UTILITIES,ANDROID 6,192.168.93.208,0
T0000720,A00195,2025-12-01T22:05:00,CREDIT,BRANCH,44101.01,FUEL,iOS 13,192.168.40.76,0
T0000721,A00022,2025-12-02T10:47:00,DEBIT,ATM,6473.03,GROCERY,ANDROID 13,192.168.248.173,0
T0000722,A00195,2025-12-01T15:52:00,DEBIT,UPI,26644.77,GROCERY,iOS 12,192.168.49.55,0
T0000723,A00134,2025-12-03T15:03:00,DEBIT,BRANCH,60318.34,RENT,iOS 15,192.168.172.155,0
T0000724,A00110,2025-12-02T07:58:00,CREDIT,ATM,99944.54,UTILITIES,iOS 17,192.168.204.97,0
T0000725,A00157,2025-12-01T12:54:00,CREDIT,ATM,80636.71,GROCERY,ANDROID 12,192.168.71.7,0
T0000726,A00155,2025-12-01T17:23:00,CREDIT,NETBANKING,36874.57,HEALTH,ANDROID 9,192.168.1.253,0
T0000727,A00164,2025-12-03T16:28:00,CREDIT,UPI,63396.04,GROCERY,iOS 17,192.168.166.174,0
